key prob_value origin
0.0 0 NaN
0.1 -4.36329303452197 0
0.2 -8.71398636276675 0
0.3 -13.0489011133725 0
0.4 -17.3740823563062 0
0.5 -21.6928204875716 0
0.6 -26.0069809406112 0
0.7 -30.3177161628297 0
0.8 -34.6257884112258 0
0.9 -38.9316220360697 0
0.10 -43.2348925256653 0
0.11 -47.5393469517845 0
0.12 -51.8448046900252 0
0.13 -56.1511232120119 0
0.14 -60.3161820420042 0
0.15 -64.3718701613102 0
0.16 -68.3400369841252 0
0.17 -72.1605288011446 0
0.18 -75.8651235093942 0
0.19 -79.4757769273984 0
0.20 -83.0084278513163 0
0.21 -86.4750893713149 0
0.22 -89.8850792149922 0
0.23 -93.2622933123737 0
0.24 -96.6096529753996 0
0.25 -99.9299413843688 0
0.26 -103.225800509712 0
0.27 -106.499494862034 0
0.28 -109.752914713184 0
0.29 -112.987775685132 0
0.30 -116.183352857874 0
0.31 -119.320151491557 0
0.32 -122.402781630387 0
0.33 -125.443970503576 0
0.34 -128.44524683923 0
0.35 -131.408519340052 0
0.36 -134.332712686874 0
0.37 -137.218774477792 0
0.38 -140.069020792763 0
0.39 -142.89475527545 0
0.40 -145.697793747643 0
0.41 -148.479001577583 0
0.42 -151.232733281992 0
0.43 -153.955692062312 0
0.44 -156.664158122189 0
0.45 -159.36304243211 0
0.46 -162.05396583719 0
0.47 -164.7542080157 0
0.48 -167.467311795604 0
0.49 -170.19193732201 0
0.50 -172.92727740044 0
0.51 -175.673447790895 0
0.52 -178.430567845521 0
0.53 -181.188311851396 0
0.54 -183.935607326856 0
0.55 -186.672768490475 0
0.56 -189.399897210975 0
0.57 -192.117100866233 0
0.58 -194.824752030317 0
0.59 -197.522940995171 0
0.60 -200.211612574905 0
0.61 -202.904502793006 0
0.62 -205.60095875679 0
0.63 -208.294159683683 0
0.64 -210.95070434832 0
0.65 -213.571598360108 0
0.66 -216.163211866655 0
0.67 -218.726864313134 0
0.68 -221.262651518136 0
0.69 -223.76399483569 0
0.70 -226.231204664762 0
0.71 -228.664947529127 0
0.72 -231.070600137242 0
0.73 -233.457998397149 0
0.74 -235.827430127868 0
0.75 -238.175912312207 0
0.76 -240.502816316155 0
0.77 -242.80652914488 0
0.78 -245.085337955715 0
0.79 -247.327311794013 0
0.80 -249.534259051213 0
0.81 -251.707365183317 0
0.82 -253.836119108027 0
0.83 -255.924052312241 0
0.84 -258.011459787828 0
0.85 -260.096482508818 0
0.86 -262.179048049554 0
0.87 -264.260561493754 0
0.88 -266.340892316839 0
0.89 -268.420036414585 0
0.90 -270.497647216188 0
0.91 -272.56436816906 0
0.92 -274.619101898095 0
0.93 -276.661990604012 0
0.94 -278.721681539256 0
0.95 -280.798483126013 0
0.96 -282.890482389293 0
0.97 -284.997976475441 0
0.98 -287.121206785517 0
0.99 -289.260424912664 0
0.100 -291.415903253397 0
0.101 -293.587910578553 0
0.102 -295.776185470225 0
0.103 -297.97562624651 0
0.104 -300.183955843005 0
0.105 -302.401253979983 0
0.106 -304.627678546697 0
0.107 -306.863313004677 0
0.108 -309.10827587395 0
0.109 -311.384492748787 0
0.110 -313.689923275653 0
0.111 -316.010843885884 0
0.112 -318.362819057248 0
0.113 -320.749081308378 0
0.114 -323.058576344397 0
0.115 -325.315208173572 0
0.116 -327.549964969889 0
0.117 -329.704124288765 0
0.118 -331.82317753869 0
0.119 -333.932231381313 0
0.120 -336.047098837613 0
0.121 -338.183169062691 0
0.122 -340.348454787946 0
0.123 -342.547078282346 0
0.124 -344.768961298513 0
0.125 -347.015664045793 0
0.126 -349.28864885822 0
0.127 -351.588681067242 0
0.128 -353.916647074051 0
0.129 -356.273400636912 0
0.130 -358.659805787398 0
0.131 -361.076782580641 0
0.132 -363.526002085079 0
0.133 -366.0087969366 0
0.134 -368.529604449988 0
0.135 -371.089930978673 0
0.136 -373.691292367138 0
0.137 -376.33544593089 0
0.138 -379.024254325463 0
0.139 -381.746872011154 0
0.140 -384.509374575927 0
0.141 -387.337200774041 0
0.142 -390.233196931659 0
0.143 -393.19836031737 0
0.144 -396.380862923333 0
1.0 0 NaN
1.1 -4.36329303452197 1
1.2 -8.71398636276675 1
1.3 -13.0489011133725 1
1.4 -17.3740823563062 1
1.5 -21.6928204875716 1
1.6 -26.0069809406112 1
1.7 -30.3177161628297 1
1.8 -34.6257884112258 1
1.9 -38.9316220360697 1
1.10 -43.2348925256653 1
1.11 -47.5393469517845 1
1.12 -51.8448046900252 1
1.13 -56.1511232120119 1
1.14 -60.3161820420042 1
1.15 -64.3718701613102 1
1.16 -68.3400369841252 1
1.17 -72.1605288011446 1
1.18 -75.8651235093942 1
1.19 -79.4757769273984 1
1.20 -83.0084278513163 1
1.21 -86.4750893713149 1
1.22 -89.8850792149922 1
1.23 -93.2622933123737 1
1.24 -96.6096529753996 1
1.25 -99.9299413843688 1
1.26 -103.225800509712 1
1.27 -106.499494862034 1
1.28 -109.752914713184 1
1.29 -112.987775685132 1
1.30 -116.183352857874 1
1.31 -119.320151491557 1
1.32 -122.402781630387 1
1.33 -125.443970503576 1
1.34 -128.44524683923 1
